,Unnamed: 0,Odio_Bol,is_reply,sent_analysis_class,sent_analysis_compound,has_all_caps,has_emoji,punct_index,has_hurtlex,hurtlex_index,normalized,norm_lemma
453,453,0,1,neu,neu,0,True,0.0714285714285714,0,0.0,username mãe é mãe . paca é paca ! 😆 👪 👩 👨,mae mae paca paca
454,454,0,1,neu,neu,0,False,0.0833333333333333,0,0.0,username assistindo com minha gatinha dodói url,assistir gato dodoi
455,455,0,1,neu,neg,0,False,0.0289855072463768,0,0.0,"username girino cadê a campanha pra ajudar a cachorrinha ir embora com a mãe , é caro , precisa da caixa transporte , pagar a taxa por peso",girino cade campanha pra ajudar cachorro ir embora mae caro precisar caixa transportar pagar taxa peso
456,456,0,1,neu,pos,1,True,0.0454545454545454,0,0.0,"username boa tarde ! ! ! estou assistindo o balanço e vi sobre a cachorrinha , queria ajudar , tem como divulgarem uma conta ou pia para transferência ? obrigado 💓",boa tarde assistir balanco ver sobre cachorro querer ajudar divulgarem conta pia transferencia obrigar
457,457,0,1,neu,pos,0,False,0.0212765957446808,1,0.1666666666666666,username parabéns aos policiais e vizinhos,parabens policial vizinho
458,458,0,1,neu,neu,0,False,0.0208333333333333,0,0.0,username assistindo um filme comendo pipoca,assistir filme comer pipoca
459,459,0,1,neg,neg,0,False,0.0326086956521739,0,0.0,"username nojenta , pecado o indefeso sofrendo agressões por essa monstruosa cadeia nela .",nojento pecado indefeso sofrer agressoes monstruoso cadeia em ele
460,460,0,1,neu,neg,0,False,0.0392156862745098,0,0.0,username pai e mãe tem culpa sim cadeia neles .,pai mae culpa sim cadeia em ele
461,461,0,1,neu,neu,0,False,0.025,0,0.0,username tomar umas e furar o couro,tomar um furar couro
462,462,0,1,neu,neu,0,False,0.0222222222222222,1,0.1666666666666666,username operação letal da polícia civil,operacao letal policiar civil
463,463,1,1,neu,neg,0,False,0.0149253731343283,1,0.1111111111111111,username operação do rio em jacarezinho morreram number criminosos,operacao rio jacarezinho morrer criminoso
464,464,0,1,neu,neg,0,False,0.0204081632653061,1,0.1111111111111111,username não se pode chamar este lixo de mãe,nao poder chamar lixo mae
465,465,0,1,neu,neg,0,False,0.0263157894736842,0,0.0,username username perda total dó veículo não tem mais jeito não,perda total veicular nao jeito nao
466,466,0,1,neu,neu,0,False,0.0303030303030303,0,0.0,username mentirosa mentirosa,mentiroso mentiroso
467,467,0,1,neu,neg,0,True,0.0304182509505703,1,0.048780487804878,"username boa tarde , meninada eu não suporto assistir o caso henry e joão matheus , fico estarrecido por vê esse anjinho com o braço quebrado , que nem um sorriso consegue dar , 😭 adivinhando o que iria acontecer , meu deus ! não podemos salvá-los desses assassinos 😭",boa tarde meninada nao suportar assistir caso henry joao matheus ficar estarrecer ve anjo braco quebrar sorriso conseguir dar adivinhar ir acontecer deus nao poder salva lo de esse assassino
468,468,0,1,neu,neu,0,False,0.0256410256410256,0,0.0,username balanço ajudar e se casal,balanco ajudar casal
469,469,0,1,neu,neg,0,False,0.0363636363636363,1,0.027027027027027,"username se o cidadão tivesse armado , com certeza esses vagabundos iam pensar number vezes antes de roubar . mas fazem questão de negar o direito de defesa ao cidadão de bem . quem é contra anda com seguranças armados .",cidadao armar certeza vagabundo ir pensar vez antes roubar fazer questao negar direito defesa cidadao bem contra anda segurancas armar
470,470,0,1,neu,neu,0,True,0.0634920634920634,0,0.0,username hashtag como ficou a história ? ➡️ bruno / baiano,ficar historiar Bruno baiano
471,471,0,1,neu,neg,0,False,0.02,1,0.0588235294117647,username uma “ operação ” que tem number mortos não pode ser considerada uma operação bem sucedida !,""" operacao "" morto nao poder ser considerar operacao bem suceder"
472,472,0,1,neu,neg,1,False,0.0114942528735632,1,0.2,username a polícia encontrar esse desgraçado que tirou a vida de um pai de família,policiar encontrar desgracado tirar vida pai familia
473,473,0,1,neu,pos,0,False,0.039426523297491,0,0.0,"username aqui não temos oportunidade de nada , trabalho saneamento básico , fome , pobreza . muito fácil ele falar isso , fala dos polícias corruptos dos playboys que traficam nos seus apartamentos , gostaria saber se esses covardes iam fazer assim do mesmo jeito que fez no jacaré .",aqui nao oportunidade nada trabalhar sanear basico fome pobreza facil falar fala policiar corrupto playboys traficar apartar gostar saber covarde ir fazer assim jeito fazer jacare
474,474,1,1,neu,neg,0,True,0.0207468879668049,1,0.0714285714285714,"username sobre o fato ocorrido no jacarezinho , que os traficantes não tiveram a chance de se entregar e foram mortos , aí eu pergunto e o policial civil que foi baleado na cabeça indo a óbito , teve alguma chance 🤔 ? sociedade hipócrita 😡 😡",sobre fato ocorrer jacarezinho traficante nao chance entregar mortos ai perguntar policial civil balear cabeca ir obito algum chance sociedade hipocrita
475,475,0,1,neu,pos,1,True,0.0160642570281124,1,0.12,username ah então a solução que você acha é o morador da favela denunciar pro policial o bandido que é dono no morro que ela mora ? ah legal maneiro ! para a mesma polícia que executou um cara na frente de uma criança de number anos ? tendi 👏 🏾 👏 🏾 👊 🏾,ah entao solucao voce achar morador favela denunciar para o policial bandido dono morrer mora ah legal maneiro mesmo policiar executar cara frente crianca ano tender
476,476,1,1,neu,neg,0,False,0.0347222222222222,1,0.1904761904761904,username nenhum morto no jacaré foi vítima da sociedade . optou em ser bandido porque quis . aliciadores levianos . trabalhar dar trabalho não é .,nenhum morto jacare vitimar sociedade optar ser bandido porque querer aliciar leviano trabalhar dar trabalho nao
477,477,0,1,neu,neu,0,False,0.05,0,0.0,username dormir,dormir
478,478,0,1,neu,neg,0,False,0.024390243902439,1,0.0526315789473684,username esses milicianos sacanas querem tomar de conta de tudo . qualquer operação é pertinente . então pros defensores de traficantes de plantão . estão querendo que policiais cheguem com rosas diante de um arsenal de fuzis e mísseis é isso ? ?,miliciano sacana querer tomar conta tudo qualquer operacao pertinente entao para o defensor traficante plantao estao querer policial chegar rosa diante arsenal fuzis misseis
479,479,0,1,neu,neg,0,False,0.017921146953405,1,0.0392156862745098,"username essa praga do tino júnior está cagando pela boca ele , não tem empatia para o pobre , parem de dar ibope a ele tentando salvar a pele desses covardes que esculacham a gente dentro do nosso território e nós estamos errados ? ele tem que morar aqui dentro viver o dia dia .",praga tinir junior cagar boca nao empatia pobre parar dar ibope tentar salvar pele de esse covarde esculacham gente dentro territorio errar morar aqui dentro viver dia dia
480,480,0,1,neu,neg,1,False,0.0275862068965517,1,0.0833333333333333,"username a parlamento está dando opinando na ação policial dessa semana , porque traidores da pátria vão até ela para falar mal do brasil . hashtag",parlar dar opinar acao policial de esse semana porque traidor patria vao atar falar mal brasil
481,481,0,1,neu,neu,0,False,0.0227272727272727,0,0.0,username cadê a lista que mostrou na televisão,cade lista mostrar televisao
482,482,0,1,neu,neg,0,False,0.0520833333333333,1,0.0434782608695652,"username interessante é que o sue , quando noticia algum fato relacionado a um famoso , como o "" doutor berg "" , mostra-se indignado , acusa-o de bandido , covarde , etc . mas no caso de hoje , em que o rapaz foi abordado com violência por falsos policiais , não fez nenhum comentário .","interessante suar noticiar algum fato relacionar famoso "" doutor berg "" mostrar indignar acusar bandido covarde etc caso hoje rapaz abordar violencia falso policial nao fazer nenhum comentario"
483,483,0,1,neu,neg,0,True,0.0135135135135135,1,0.0909090909090909,"username tino , perfeitas as suas palavras no momento em que prestou sua solidariedade à família do policial morto ontem no jacarezinho 👏 🏻 👏 🏻 👏 🏻 👏 🏻",tino perfeito palavra momento prestar solidariedade familia policial morto ontem jacarezinho
484,484,0,1,neu,pos,0,False,0.0358744394618834,1,0.0277777777777777,"username uma conhecida aqui do mato grosso está desesperada quase perdendo o filho pra uma enfermidade , ela já foi em todo que é canto aqui na nossa cidade , mas teve sucesso essa é a vaquinha dela url",conhecer aqui mato grosso desesperar quase perder filho para o enfermidade ja todo canto aqui cidade sucesso vaca
485,485,0,1,neu,pos,0,False,0.0151515151515151,0,0.0,username mostra a tabela que o coutinho mostrou na televisão por favor,mostrar tabela coutinho mostrar televisao favor
486,486,0,1,neu,pos,0,False,0.037037037037037,0,0.0,"username gótico você é o sucesso das tardes , não tem para ninguém . adoro vocês beijos",gotico voce sucesso tarde nao ninguem adorar voces beijo
487,487,0,1,neu,neg,1,False,0.0529100529100529,0,0.0,"username o agostino pediu pra você não visitar as lojas , ou seja , o agostino está contra você lojista . porque se não formos na sua loja , você não vende , e se não vende , vai à falência",agostino pedir para o voce nao visitar loja agostino contra voce lojista porque nao loja voce nao vender nao vender ir falencia
488,488,0,1,neu,pos,0,False,0.0175438596491228,1,0.1111111111111111,username eu cantaria mestre eu preciso de um milagre,cantar mestre preciso milagre
489,489,0,1,neu,neg,0,False,0.099009900990099,1,0.0625,"username avisa a reporter que essa pistola não é number . kkk , pode ser uma glock . number aça .",avisar reporter pistola nao kkk poder ser glock aca
490,490,0,1,neu,neu,0,False,0.1228070175438596,1,0.25,username comer hashtag url,comer
491,491,0,1,neu,pos,0,False,0.0080645161290322,1,0.0454545454545454,username este frio é bom pra ficar em casa deitada assistindo balanço geral parabéns admiro muito vocês sou fã do balanço geral manda um beijo pra mim sou de parelheiros zona sul sp são paulo capital não perco nenhum programa de vocês beijos .,frio bom pra ficar casa deitar assistir balanco geral parabens admirar voces fa balanco geral mandar beijo para o mim parelheiros zona sul sp sao paulo capital nao perder nenhum programa voces beijo
492,492,0,1,neu,pos,0,False,0.0208333333333333,0,0.0,username meu deus que judiação alou balanço faz uma vaquinha on line que eu ajudo username,deus judiacao alar balanco fazer vaca on line ajudo
493,493,0,1,neu,neg,0,False,0.0575539568345323,1,0.05,"username podem ajudar essa mãezinha que está desesperada , és está com medo de perder o filho . essa é vaquinha dela url",poder ajudar maezinha desesperar es medo perder filho vaca
494,494,0,1,neu,pos,0,True,0.0294117647058823,0,0.0,username boa tarde gostinho 😉,boa tarde gosto
495,495,0,1,neu,neu,0,False,0.0434782608695652,0,0.0,username trabalhar,trabalhar
496,496,0,1,neu,neu,0,False,0.0303030303030303,0,0.0,username estupro hoje em macaé,estupro hoje macae
497,497,0,1,neu,neu,0,False,0.0967741935483871,0,0.0,username isso ocorreu hoje em macaé url,ocorrer hoje macae
498,498,0,1,neu,pos,0,False,0.0068493150684931,1,0.0769230769230769,username dormir e comer pipoca e assistir balanço geral manda beijos pra mim sou fã de todos vocês sou de santo amaro zona sul sp parelheiros,dormir comer pipoca assistir balanco geral mandar beijo pra mim fa todo voces santo amarar zona sul sp parelheiros
499,499,0,1,neu,pos,1,False,0.0336538461538461,0,0.0,username boa tarde username você pede para para de fazer o que estiver fazendo para ver a notícia kkk por aqui a mamãe para mesmo kkk manda beijos para ela de matilde somos tapiratiba sp abraços todos url,boa tarde voce pedir fazer fazer ver noticiar kkk aqui mamae kkk mandar beijo matilde tapiratiba sp abracos todo
500,500,0,1,neu,neg,0,False,0.0072463768115942,1,0.037037037037037,username boa tarde eu gostaria de saber porque na hora do venenoso não mesa pro tino e a portuguesa ana paula eles têm que fica em pé,boa tarde gostar saber porque hora venenoso nao mesa para o tino português ana paula ficar pe
501,501,1,1,neu,pos,0,False,0.046875,0,0.0,username parabéns ao doutor . alan pela operação no jacarezinho .,parabens doutor alan operacao jacarezinho
502,502,0,1,neu,pos,1,False,0.0246913580246913,1,0.025,username . gótico : esse motorista deve sim receber uma menção honrosa e um aumento salarial . atitude heroica dele que foi até a zona levar vacina para as sofridas prostitutas que tanto trabalham em prol da população . meus respeitos a ele .,gotico motora dever sim receber mencao honroso aumento salarial atitude heroico atar zona levar vacina sofrer prostituta tanto trabalhar prol populacao respeitos
503,503,0,1,neu,pos,1,False,0.0321100917431192,1,0.0277777777777777,"username parabéns toda a televisão record , tino júnior , por essa excelente entrevista com o doutor alan turnos , eu como sargento da polícia militar , com mais de number anos de bond serviços prestados , senti orgulho do estado !",parabens todo televisao record tino junior excelente entrevista doutor alan turno sargento policiar militar ano bond servicos prestar sentir orgulho estar
504,504,0,1,neu,pos,0,False,0.0491803278688524,0,0.0,username programa sério . parabéns a todos os envolvidos !,programa seriar parabens todo envolver
505,505,1,1,neu,pos,0,False,0.0125,1,0.0714285714285714,username muito bem tino eu moro em comunidade mais não sou favor de bandido,bem tino morar comunidade nao favor bandido
506,506,0,1,neu,neg,0,False,0.072289156626506,0,0.0,username e não era que meu feijão tava queimando mesmo url,nao feijao tava queimar
507,507,0,1,neu,pos,0,False,0.0178571428571428,0,0.0,username nossas mães sempre merecem um bom presente,maes sempre merecer bom presente
508,508,0,1,neu,neu,1,False,0.0425531914893617,0,0.0,"username volta redinha rj , ainda sem chuva",voltar redinha rj ainda chuva
509,509,1,1,neu,neg,1,False,0.0186915887850467,1,0.1111111111111111,username é um absurdo oque os policiais passam no rj arriscam a vida ainda são chamados de assassinos .,absurdo oque policial passar rj arriscar vida ainda sao chamar assassino
510,510,0,1,neu,pos,0,False,0.0142857142857142,1,0.074074074074074,"username doutor alan pra falar sobre o policial você fala bem , na hora de falar sobre os corpos que os policiais sumiram até foge do assunto",doutor alan pra falar sobre policial voce falar bem hora falar sobre corpo policiais sumir atar fugir assunto
511,511,1,1,neu,neu,0,False,0.0144927536231884,0,0.0,username como diria o nosso vagner montes pra cima deles policia,dizer vagner monte para o cima policiar
512,512,1,1,pos,pos,1,False,0.0329670329670329,1,0.0714285714285714,"username parabéns ao secret de policia civil do rj . bem determinado , só morreu bandido",parabens secret policiar civil rj bem determinar so morrer bandido
513,513,0,1,neu,pos,1,True,0.0212765957446808,0,0.0,username eu gosto de dormi e joga gamer 😍 😗,gosto dormir joga gamer
514,514,0,1,neg,neg,0,False,0.0566037735849056,0,0.0,username username namora não é nada mal .,namorar nao nada mal
515,515,1,1,pos,pos,0,False,0.0136986301369863,1,0.1818181818181818,username parabéns aos policiais tem que levar mais chumbo na próxima,parabens policiais levar chumbo proxima
516,516,1,1,neu,pos,1,False,0.0350877192982456,1,0.0344827586206896,"username quem defende bandido , bandido é , não merece um pingo de consideração nem respeito por parte do cidadão de bem . parabéns a polícia . o bem vai vencer eu creio .",defender bandido bandido nao merecer pingo consideracao respeito partir cidadao bem parabens policiar bem ir vencer crer
517,517,1,1,neu,pos,0,False,0.0075757575757575,1,0.1428571428571428,username cadê os direitos humanos pra família do policial que morreu isso ninguém faz pra cima deles parabéns a polícia militar,cade direito humano pra familia policial morrer ninguem fazer para o cima parabens policiar militar
518,518,0,1,neu,pos,0,False,0.1044776119402985,1,0.25,username parabéns secretário . a ordem tem que ser cumprida ! ! !,parabens secretariar ordem ser cumprir
519,519,0,1,pos,pos,0,False,0.0588235294117647,0,0.0,username agostino super homem ! ! diz sempre com sabedoria deus te abençoe sempre ! !,agostino super homem dizer sempre sabedoria deus abencoe sempre
520,520,0,1,neu,pos,0,False,0.075,0,0.0,username username meu deus !,deus
521,521,1,1,neu,neu,0,True,0.0333333333333333,0,0.0,username pra cima deles 👏 🏽,para o cima
522,522,1,1,neu,pos,0,False,0.03125,0,0.0,username hashtag manda os direitos humanos enfrentar eles com beijinhos secretário .,mandar direito humano enfrentar beijo secretariar
523,523,1,1,neu,pos,0,False,0.0127388535031847,1,0.1666666666666666,username username policial pode ser assassinado o bandido tem que ser tratado como amigo a verdade e que o morador prefere os bandidos lamentável,policial poder ser assassinar bandido ser tratar amigo verdade morador preferir bandido lamentavel
524,524,1,1,neu,pos,1,False,0.028169014084507,0,0.0,"username parabéns a policia rj , precisamos de mais operações assim",parabens policiar rj precisar operacoes assim
525,525,1,1,neu,neu,0,False,0.08,0,0.0,username foi pouco pode voltar que tem mas ! ! !,pouco poder voltar
526,526,1,1,pos,pos,1,False,0.1063829787234042,0,0.0,username parabéns nefro ! ! ! ! matou foi pouco,parabens nefro matar pouco
527,527,1,1,neu,neg,0,False,0.0378378378378378,1,0.1851851851851851,"username arrasou faustão falando sobre jacarezinho no rio de janeiro , traficante pode matar não é vender drogas , se houve algum erro corregedoria vai apurar não defendam bandidos ! ! ! !",arrasar faustao falar sobre jacarezinho rio janeiro traficante poder matar nao vender droga algum erro corregedoria ir apurar nao defender bandido
528,528,0,1,neu,neu,0,False,0.0126582278481012,0,0.0,username se o bolsonaro tivesse comprado as vacinas em novembro não é faustão,bolsonaro comprar vacina novembro nao faustao
529,529,0,1,neu,neg,0,False,0.1111111111111111,0,0.0,username culpa do bolsonaro .,culpa bolsonaro
530,530,0,1,neu,neg,1,False,0.0981308411214953,0,0.0,username username assume ai . se seu amigo hashtag não brotasse tanto com os chineses . todos este povo da hashtag já estariam vacinados ! ! ! ! acorda username ! ! ! ! para de politicagem ! !,assumir ai amigo nao brotar tanto chinês todo povo ja estar vacinar acordar politicagem
531,531,0,1,neu,neg,0,False,0.0064935064935064,0,0.0,username faltou falar que bolsonaro será investigado por não facilitar a venda de veículos novos para que ninguém fique com o carro enguiçada na rua,faltar falar bolsonaro sera investigar nao facilitar venda veiculos novo ninguem ficar carro enguicada rua
532,532,0,1,neu,neg,0,False,0.0642857142857142,1,0.04,"username faustão , quantos são na família ? de for + de quatro fica difícil para qualquer um , a não ser se for funk . público ; um juiz por exemplo ! !",faustao quanto sao familia quatro ficar dificil qualquer nao ser funk publicar juiz exemplo
533,533,0,1,neu,neg,0,False,0.021505376344086,0,0.0,username culpa do governo hashtag que afrouxou punições de infrações de trânsito,culpa governo afrouxar punicoes infracoes transitar
534,534,0,1,pos,pos,1,False,0.037037037037037,0,0.0,username justiça de me,justica
535,535,0,1,neu,neg,0,False,0.0222222222222222,0,0.0,username lamentável como o apresentador faustão trata seus companheiros de trabalho .,lamentavel apresentador faustao tratar companheiro trabalho
536,536,0,1,neu,neg,0,False,0.05,0,0.0,username esse sobrenome mai não é de origem asiática ? há alguns no brasil ! !,sobrenome mai nao origem asiatica ha algum brasil
537,537,1,1,neu,pos,0,False,0.0620689655172413,0,0.0,"username outros presos , milhares deles , também tem essa clemência dos juízes ? criam és contra mulheres , e uma juíza o solta ; que interessante ! ! !",outro presos milhares tambem clemenciar juizes criar es contra mulher juiza soltar interessante
538,538,0,1,neu,neg,1,False,0.0739299610894941,1,0.0416666666666666,"username só acho que tem que parar com a hipocrisia ! "" é só no nosso ? ! "" diz o username , mas . só no de quem ? no dele ? ? ? depois acaba o programa , o povo continua com fome e ele vai se fartar em casa , duvido que lembre do povo sofrendo ! faz favor !","so achar parar hipocrisia "" so "" dizer so acabar programa povo continuar fome ir fartar casa duvidar lembrar povo sofrer fazer favor"
539,539,1,1,neu,neg,1,False,0.024390243902439,1,0.1818181818181818,username o faustão poderia parar de choramingar morte de bandido traficantes .,faustao poder parar choramingar morte bandido traficante
540,540,1,1,neu,pos,1,False,0.0317460317460317,1,0.1111111111111111,"username parabéns a polícia militar rj , limpando a cidade",parabens policiar militar rj limpar cidade
541,541,0,1,neu,neg,0,False,0.0099009900990099,1,0.1111111111111111,username meu deus tem pessoas ruim nesse mundo tem dar esse país porque não tem mais jeito mais,deus pessoa ruim em esse mundo dar pai porque nao jeito
542,542,0,1,neu,neg,0,False,0.0243055555555555,1,0.0196078431372549,username transformaram number 0mortes de agentes da segurança de um ano em number mortes em menos de um dia . só estamos colocando em pauta um dia e o restante do ano nessa suposta guerra ao tráfico ? quantos mais tem que morrer pra essa guerra acabar ? number de uma favela comportar por morador .,transformar 0mortes agente seguranca ano morte menos dia so colocar pauta dia restante ano em esse supor guerra traficar quanto morrer pra guerra acabar favela comportar morador
543,543,1,1,neu,pos,1,False,0.0643776824034334,1,0.1081081081081081,username sente o arsenal apreendido pela polícia na operação no jacarezinho hoje . até bala de canhão ! ! ! number bandidos morreram e um policial civil . maior número de mortes em uma ação da polícia do rj url,sentar arsenal apreender policiar operacao jacarezinho hoje atar bala canhao bandido morrer policial civil maior numerar morte acao policiar rj
544,544,0,1,neu,neu,0,True,0.0434782608695652,0,0.0,username monstro 😡,monstro
545,545,0,1,neu,pos,0,False,0.0175438596491228,0,0.0,username neste país tudo é motivo para aumentar preços,em este pai tudo motivo aumentar precos
546,546,0,1,neu,neg,0,True,0.1,0,0.0,username 😥 😥 😥 😥 que deus tenha piedade de todos nós ! ! ! ! !,deus piedade todos
547,547,0,1,neu,pos,0,False,0.0515463917525773,0,0.0,username vai apresentar seu programaria o luciano luciano . que você só serve pra isto mesmo ! ! !,ir apresentar programar luciano luciano voce so servir para o
548,548,0,1,neu,neg,0,False,0.0434782608695652,0,0.0,"username eu avisei ! mais votaram number , então aguentam essa mísera aí até dizer já chega .",avisar votar entao aguentar miserar ai atar dizer ja chegar
549,549,0,1,neu,neg,0,False,0.017921146953405,0,0.0,username esse é o governo federal que você defende faustão . você fazia campanha para o governo federal . que jornalismo é esse que você não crítica o governo federal mais crítica governadores e prefeitos ? você fala de paulo guedes mais quem está por trás do paulo guedes você não fala .,governo federal voce defender faustao voce fazer campanha governo federal jornalismo voce nao criticar governo federal criticar governador prefeito voce falar paulo guedes tras paulo guedes voce nao falar
550,550,0,1,neu,neg,0,False,0.0205479452054794,1,0.0612244897959183,"username faustão , para ajudar as empresas porque vocês não baixam o valor da propaganda na band ? baixando o custo empresas podem manter suas receitas e seus funcionários . não é você que adora se meter no custos das empresas dos outros ? começa baixando o que você cobra seu hipócrita username",faustao ajudar empresa porque voces nao baixar valor propaganda band baixar custo empresa poder manter receita funcionarios nao voce adorar meter custo empresa outro comeca baixar voce cobrar hipocrita
551,551,0,1,neu,pos,0,False,0.0471698113207547,0,0.0,"username faustão , da licença . você está tapando as fotos das crianças . tira esse corpinho da frente .",faustao licenca voce tapar foto criancas tirar corpo frente
552,552,0,1,pos,pos,0,False,0.0875,0,0.0,"username você , tendo amigos como username , mostra bem o seu caráter ! ! !",voce ter amigo mostrar bem carater
553,553,0,1,neu,neg,1,True,0.0188679245283018,0,0.0,username o brasil está de luto a mais de um ano 👍,brasil luto ano
554,554,0,1,neu,neg,1,False,0.0285714285714285,1,0.1111111111111111,username e a morte das pessoas da creche de santa catarina não deixam também não ? qual a diferença ?,morte pessoa creche santo catarina nao deixar tambem nao diferenca
555,555,0,1,neu,neg,0,False,0.037593984962406,1,0.0454545454545454,"username colocar o integracionista e amigo do togado , carioca , pra falar sobre a morte do paulo gustavo é o cúmulo , hein faustão ?",colocar integracionista amigo togar carioca pra falar sobre morte paulo gustavo cumular hein faustao
556,556,0,1,neu,neg,1,False,0.047457627118644,1,0.024390243902439,"username os number presidentes de república ( ministros de senado ) . determinaram aos sim "" cãezinhos adestrados "" de inútil , câmara de deputados . que jamais aprovassem a lei number ! ou seja os bandidos de referido senado podem continuar tranquilamente , praticando ativismo judicial . sem que sofram nenhuma punição ! ! !","presidente republicar ministro senado determinar sim "" caezinhos adestrar "" inutil camara deputar jamais aprovar lei bandido referir senado poder continuar tranquilo praticar ativismo judicial sofrer nenhum punicao"
557,557,0,1,neu,neu,0,False,0.0568181818181818,0,0.0,username já deu esse assunto hein . vão bitolar o programa todo com esse assunto ?,ja dar assunto hein vao bitolar programa todo assunto
558,558,0,1,neu,neg,0,True,0.0416666666666666,1,0.0833333333333333,"username hoje é só a morte 💀 do paulo gustavo , está faltando assunto .",hoje so morte paulo gustavo faltar assunto
559,559,0,1,neu,neu,0,False,0.0579710144927536,0,0.0,username hashtag no hashtag trocando de canal agora .,trocar canal agora
560,560,0,1,neu,pos,1,False,0.0344827586206896,0,0.0,username utilize el dióxido de cloro preparado en cus . bolívia los debe rascar !,utilizar el dioxido cloro preparar en cu bolivia lo debe rascar
561,561,1,1,neu,neg,1,False,0.0242914979757085,1,0.0789473684210526,"username username username vergonha para classe médica tem que ser preso e seu cem caçado , para nunca mais exercer a profissão muito decente e bela sendo sujada por mal profissional , pensando só em interesses próprios ou de terceiros .",vergonha classe medicar ser preso cem cacado nunca exercer profissao decente belo ser sujar mal profissional pensar so interesse proprios terceiros
562,562,1,1,neu,neg,0,False,0.0241379310344827,1,0.1041666666666666,"username safado . infeliz mal caráter , egoísta , ainda mais se tratando de uma pessoa que teria na profissão cuidar do próximo , tem que ter sua profissão de médico casada e deveria ser preso até não morrer mais ninguém por covid19 no mundo é isso que deveria acontecer para gente assim",safar infeliz mal carater egoista ainda tratar pessoa profissao cuidar proximo ter profissao medicar casar dever ser preso atar nao morrer ninguem covid19 mundo dever acontecer gente assim
563,563,1,1,neu,neg,0,False,0.0845070422535211,1,0.1428571428571428,username cadeia para essas quatro pessoas url,cadeia quatro pessoa
564,564,0,1,neu,neg,0,False,0.0357142857142857,0,0.0,username que fase brasil allá username que vergonha,fase brasil alla vergonha
565,565,1,1,neg,neg,0,False,0.0585106382978723,1,0.0357142857142857,"username leis frouxas que favorece o assassino . aí vira um advogado desgraçado e o defenderá alegando insanidade mental . o estado ainda o protegera . infeliz , merece sabem o que ! ! !",lei frouxo favorecer assassino ai virar advogado desgracado defender alegar insanidade mental estar ainda proteger infeliz merecer saber
566,566,0,1,neu,pos,1,False,0.0350877192982456,0,0.0,username eu acho que a babá tem responsabilidade sim .,achar baba responsabilidade sim
567,567,0,1,neu,neg,1,False,0.0416666666666666,0,0.0,"username porque o brasil não faz igual na europa . a pessoa foi sequestrada , todos os bens são bloqueados , nem a família tem direito de mexer na grana . desta forma acaba com essa droga !",porque brasil nao fazer igual europa pessoa sequestrar todo bem sao bloquear familia direito mexer grana de este forma acabar droga
568,568,0,1,neu,neg,0,False,0.0454545454545454,1,0.125,username também estou em choque com o que este louco fez com as crianças na creche .,tambem choque louco fazer criancas creche
569,569,0,1,neu,neg,1,False,0.036697247706422,1,0.0333333333333333,"username vendo username passar mal ao vivo com uma notícia dessas , compartilho do mesmo sentimento . é impossível não se colocar no lugar dessa crianças , dessas professoras e dessas mães . hashtag .",ver passar mal vivo noticiar de esse compartilhar sentir impossivel nao colocar lugar de esse criancas de esse professor de esse maes
570,570,0,1,pos,pos,0,False,0.087719298245614,0,0.0,username não podemos perder a fé o brasil reza ! ! ! !,nao poder perder fe brasil rezar
571,571,0,1,neu,pos,0,False,0.0357142857142857,0,0.0,username que deus livre ele é todos desta doença ! ! ! estamos rezando pelo mundo é ele sem duvida uma . para és soa que traz felicidade a todos,deus livre todo de este doenca rezar mundo duvidar es soar trazer felicidade todo
572,572,0,1,neu,pos,0,True,0.024,1,0.0555555555555555,"username muito triste , excelente ser humano e profissionalmente fora da curva de talento , em oração e energia positiva 🙏",triste excelente ser humano profissional curvar talento oracao energia positiva
573,573,0,1,neu,neg,0,False,0.0257731958762886,1,0.0689655172413793,"username tem que investigar , pois parece que este estabelecimento está associado com o crime organizado . quanto a dupla deveria ter sido entregue às autoridades . está tudo errado nesse país !",investigar pois parecer estabelecer associar crime organizar quanto duplo dever ter ser entregue autoridade tudo errar em esse pai
574,574,0,1,neu,pos,0,False,0.0470588235294117,0,0.0,"username como assim pode ? ele já deveria ter sido exonerado , país sem vergonha !",assim poder ja dever ter ser exonerar pai vergonha
575,575,0,1,neu,neu,0,False,0.073170731707317,0,0.0,username caralho ! esse é guerreiro !,caralho guerreiro
576,576,0,1,neu,neg,1,False,0.0465116279069767,0,0.0,"username já é um baita show de sensacionalismo ver o programa do username falando um monte de asneiras . agora , escutar ele falando feliz aniversário pro faustão é um daqueles puxassaquísmos cômicos que só ele sabe fazer . url",ja baita show sensacionalismo ver programa falar monte asneirar agora escutar falar feliz aniversariar para o faustao de aquele puxassaquismos comicos so saber fazer
577,577,0,1,neu,neg,0,False,0.0363636363636363,0,0.0,"username porque tanta atenção pra esse cara ? pra mim é igual a qualquer pessoa , aliás ator inexpressivo .",porque tanto atencao pra cara pra mim igual qualquer pessoa aliar ator inexpressivo
578,578,1,1,neg,neg,0,False,0.0625,0,0.0,username não são ladrões ? então mereceram .,nao sao ladroar entao merecer
579,579,0,1,neu,neg,0,False,0.0240963855421686,1,0.0714285714285714,username triste pensar que o ser humano pode valer tão pouco para própria espécie .,triste pensar ser humano poder valer tao pouco propria especie
580,580,0,1,neu,neg,0,True,0.0232558139534883,0,0.0,username já era ter perdido malvado 😡,ja ter perder malvado
