,tweet,Odio_Bol,is_reply,sent_analysis_class,sent_analysis_compound,has_all_caps,has_emoji,punct_index,has_hurtlex,hurtlex_index,normalized,norm_lemma
264,"⚠️ Boa noite, Rio de Janeiro. Vamos ficar atentos e nos prevenir, até porque ninguém quer ficar doente, não é ⁉️ O momento é de conscientização. Vamos cumprir as dicas para que possamos passar por este período de pandemia com menos desgaste possível. #CoronaVírus #Brasil #PMERJ https://t.co/DT517EUfDc",0,0,neu,neg,1,True,0.046357615894039736,0,0.0,"⚠ ️ boa noite , rio de janeiro . vamos ficar atentos e nos prevenir , até porque ninguém quer ficar doente , não é ⁉️ o momento é de conscientização . vamos cumprir as dicas para que possamos passar por este período de pandemia com menos desgaste possível . hashtag hashtag hashtag url",boa noite rio janeiro ir ficar atento prevenir atar porque ninguem querer ficar doente nao momento conscientizacao ir cumprir dica poder passar periodo pandemia menos desgastar possivel
265,"👮🏽‍♂️👉🏽 Policiais do #12BPM realizam neste momento uma operação na comunidade da Ciclovia, em Piratininga - #Niterói. Fique atento (a)! ⚠️ Ajude a #PolíciaMilitar. Denuncie criminosos e esconderijo de armas e de drogas. Ligue 190 📞 ou acione o @DDalertaRio - (21) - 2253-1177. https://t.co/QTRUpxZhWc",0,0,neu,neg,1,True,0.07666666666666666,1,0.022222222222222223,"👮 🏽 ‍ ♂ ️ 👉 🏽 policiais do hashtag realizam neste momento uma operação na comunidade da ciclovia , em piratininga - hashtag . fique atento ( a ) ! ⚠ ️ ajude a hashtag . denuncie criminosos e esconderijo de armas e de drogas . ligue number 📞 ou acione o username - ( number ) - number number . url",policial realizar em este momento operacao comunidade ciclovia piratininga ficar atento ajudar denunciar criminoso esconderijo arma droga ligar acione
266,@CorintiVal Olá. O Bruno Peruka estará hoje no @cidadealerta :),0,1,neu,pos,1,False,0.07936507936507936,0,0.0,username olá . o bruno perua estará hoje no username :),ola brunir perua estara hoje
267,"#fervodalud Está lotado e não para de chegar gente! 📸Veja como está o clima ! Milhares de foliões tomam as ruas do Rio para curtir o #fervodalud. E, como sempre, a @PMERJ trabalha duro para garantir a segurança de todos! Colabore e aproveite o #CarnavalRJ! #CarnavalSeguro https://t.co/nktsLN69ua",0,0,neu,pos,1,True,0.057432432432432436,0,0.0,"hashtag está lotado e não para de chegar gente ! 📸 veja como está o clima ! milhares de foliões tomam as ruas do rio para curtir o hashtag . e , como sempre , a username trabalha duro para garantir a segurança de todos ! colabore e aproveite o hashtag ! hashtag url",lotar nao chegar gente ver clima milhares folioes tomar rua rio curtir sempre trabalhar duro garantir seguranca todo colaborar aproveite
268,"🚔O #21BPM realiza uma operação para desobstruir vias nas comunidades Linha e Jaqueira, em São João de Meriti. 👉🏽Houve confronto no início da ação e um criminoso foi ferido. Com ele, foram apreendidos um revólver, rádios de comunicação e drogas. Colabore!📞190 ou @DDalertaRio https://t.co/cDJfoW864X",0,0,neu,neg,1,True,0.04697986577181208,1,0.022727272727272728,"🚔 o hashtag realiza uma operação para desobstruir vias nas comunidades linha e jaqueira , em são joão de meriti . 👉 🏽 houve confronto no início da ação e um criminoso foi ferido . com ele , foram apreendidos um revólver , rádios de comunicação e drogas . colabore ! 📞 number ou username url",realizar operacao obstruir via comunidade linha jaqueira sao joao meriti confrontar iniciar acao criminoso ferir apreender revolver radios comunicacao droga colaborar
269,Policiais militares do #9BPM foram acionados por vítimas que haviam acabado de ser assaltadas no interior de um ônibus próximo ao Parque Madureira. Os agentes agiram rápido e prenderam os dois criminosos no interior do Parque Madureira. Sete smartphones foram recuperados. #PMERJ https://t.co/CpUx9QvFMC,0,0,neu,neg,1,False,0.033003300330033,1,0.046511627906976744,policiais militares do hashtag foram acionados por vítimas que haviam acabado de ser assaltadas no interior de um ônibus próximo ao parque madureira . os agentes agiram rápido e prenderam os dois criminosos no interior do parque madureira . sete smartphones foram recuperados . hashtag url,policial militar acionar vitimar haver acabar ser assaltar interior onibus proximo parque madureira agente agir rapido prender dois criminoso interior parque madureira sete smartphones recuperar
270,#Bomdia #RiodeJaneiro Estamos a postos na Rua Barão da Torre com Teixeira de Melo. Nossos policiais da #UPPPavãoPavãozinho atuam ostensivamente garantindo a sua segurança! #PMERJ #ValorizeQuemTeProtege https://t.co/HrITlG2ZR6,0,0,neu,pos,1,False,0.05333333333333334,1,0.037037037037037035,hashtag hashtag estamos a postos na rua barão da torre com teixeira de melo . nossos policiais da hashtag atuam ostensivamente garantindo a sua segurança ! hashtag hashtag url,posto rua barao torrar teixeira melar policial atuar ostensivo garantir seguranca
271,"Hoje, 8 de dezembro, é Dia de N. Srª da Imaculada Conceição, madrinha do @exercitooficial e padroeira dos #militares. Policiais do #38BPM participaram da procissão em Paraíba do Sul, da Igreja N. Srª das Graças até a Matriz S. Pedro e S. Paulo, onde a missa foi celebrada. #PMERJ https://t.co/L9n8yYa2HO",0,0,neu,pos,1,False,0.066006600660066,0,0.0,"hoje , number de dezembro , é dia de não . senhor terceira da imaculada conceição , madrinha do username e padroeira dos hashtag . policiais do hashtag participaram da procissão em paraíba do sul , da igreja não . senhor terceira das graças até a matriz sim . pedro e sim . paulo , onde a missa foi celebrada . hashtag url",hoje dezembro dia nao senhor terceira imaculado conceicao madrinha padroeiro policial participar procissao paraiba sul igreja nao senhor terceira gracas atar matriz sim pedro sim paulo onde missar celebrar
272,"@Capeb_eduardo @jairbolsonaro Será um prazer recebê-lo, Capitão Eduardo! Realmente elas são muito emocionantes! #PMERJcomVocê",0,1,neu,pos,0,False,0.064,0,0.0,"username username será um prazer recebê-lo , capitão eduardo ! realmente elas são muito emocionantes ! hashtag",sera prazer receber lo capitao eduardo real sao emocionante
273,"Uma ação do #24BPM em Queimados, neste domingo, resultou na apreensão de pistolas, munições, rádios comunicadores e drogas. Dois criminosos que atentaram contra a vidas das equipes policiais foram feridos e socorridos para a UPA local. A ocorrência seguiu para registro na 52ª DP. https://t.co/y4zJFcrzV8",0,0,neu,neg,1,False,0.04276315789473684,1,0.044444444444444446,"uma ação do hashtag em queimados , neste domingo , resultou na apreensão de pistolas , munições , rádios comunicadores e drogas . dois criminosos que atentaram contra a vidas das equipes policiais foram feridos e socorridos para a upa local . a ocorrência seguiu para registro na number terceira depois . url",acao queimar em este domingo resultar apreensao pistola municoes radios comunicar droga dois criminoso atentar contra vida equipes policial ferir socorrer upa local ocorrencia seguir registro terceira
274,"👮🏻‍♂️ Vídeo exclusivo mostra #Fuzil Ak-47, pistola e rádios apreendidos, ontem, por policiais do #9BPM durante operação no Cajueiro, em #Madureira. #PMERJ, nossa missão é #ServireProteger! Confira! 📽️ https://t.co/Bjn1fz6Bl5",0,0,neu,pos,1,True,0.08482142857142858,1,0.034482758620689655,"👮 🏻 ‍ ♂ ️ vídeo exclusivo mostra hashtag pistola number , pistola e rádios apreendidos , ontem , por policiais do hashtag durante operação no cajueiro , em hashtag . hashtag , nossa missão é hashtag ! confira ! 📽 ️ url",video exclusivo mostrar pistola pistola radios apreender ontem policial durante operacao cajueiro missao conferir
275,"#AGORA #OperaçãoPolicial Nesta manhã, a @PMERJ realiza operações para coibir o tráfico de drogas nas seguintes comunidades: Juramento, em Vicente de Carvalho (41ºBPM); Comunidades Alma e Candoza, em São Gonçalo (7ºBPM); e Comunidades Castelar e Palmeira, em Belford Roxo (39ºBPM). https://t.co/KLd6kUL8RA",0,0,neu,pos,1,False,0.07236842105263158,0,0.0,"hashtag hashtag nesta manhã , a username realiza operações para coibir o tráfico de drogas nas seguintes comunidades : juramento , em vicente de carvalho ( number ºbpm ); comunidades alma e candonga , em são gonçalo ( number ºbpm ); e comunidades areal e palmeira , em mesquita roxo ( number ºbpm ) . url",em este manha realizar operacoes coibir traficar droga seguinte comunidade jurar vicente carvalho bpm comunidade alma candonga sao goncalo bpm comunidade areal palmeiro Mesquita roxo bpm
276,"#ÉDestaque Em São Gonçalo, policiais militares do #BPRv e agentes da @policiafederal realizaram, nesta quinta-feira (4), uma ação conjunta para desarticular quadrilha especializada na distribuição e no comércio de cigarros contrabandeados. Três criminosos foram presos. Veja! https://t.co/gwpjHgMUFk",0,0,neu,neg,0,False,0.056856187290969896,1,0.08108108108108109,"hashtag em são gonçalo , policiais militares do hashtag e agentes da username realizaram , nesta quinta-feira ( number ) , uma ação conjunta para desarticular quadrilha especializada na distribuição e no comércio de cigarros contrabandeados . três criminosos foram presos . veja ! url",sao goncalo policial militar agente realizar em este quinta feira acao conjuntar articular quadrilha especializar distribuicao comerciar cigarro contrabandear tres criminoso presos ver
277,"@mendes_zilma Muito obrigado pelo apoio, Zilma!!",0,1,pos,pos,0,False,0.10416666666666667,0,0.0,"username muito obrigado pelo apoio , alzira ! !",obrigar apoio alzira
278,"Um menor armado com um revólver foi apreendido durante uma ação do #34BPM, na Rua Beira Linha, em Citrolândia - Guapimirim. #PMERJ #ServireProteger https://t.co/ctRiGQWEMv",0,0,neu,neg,1,False,0.07017543859649122,0,0.0,"um menor armado com um revólver foi apreendido durante uma ação do hashtag , na rua beira linha , em citrolândia - itabirito . hashtag hashtag url",menor armar revolver apreender durante acao ruir beira linha citrolandia itabirito
279,👮🏾‍♂️ Esta postagem é uma correção da anterior. Onde estava #12BPM foi corrigido para #7BPM. Att. #PMERJ #Informação,0,0,neu,neg,1,True,0.0603448275862069,0,0.0,👮 🏾 ‍ ♂ ️ esta postagem é uma correção da anterior . onde estava hashtag foi corrigido para hashtag . atualizar . hashtag hashtag,postagem correcao anterior onde corrigir atualizar
280,"O Serviço de Inteligência do #GPFer desencadeou hoje a operação Estações Limpas, para coibir a comercialização de produtos pirateados e contrabandeados nas estações ferroviárias de Bangu e Campo Grande. A operação causou um prejuízo aproximado de R$ 20 mil aos criminosos. #PMERJ https://t.co/SYtJ8Fk1n2",0,0,neu,neg,1,False,0.036303630363036306,0,0.0,"o serviço de inteligência do hashtag desencadeou hoje a operação estações limpas , para coibir a comercialização de produtos pirateados e contrabandeados nas estações ferroviárias de bangu e campo grande . a operação causou um prejuízo aproximado de ar $ number mil aos criminosos . hashtag url",servico inteligencia desencadear hoje operacao estacoes limpo coibir comercializacao produto piratear contrabandear estacoes ferroviarias bangu campo grande operacao causar prejuizo aproximar ar mil criminoso
281,"⚠️Atenção! O Decreto Estadual nº 46.980, de 19 de março, assinado por @wilsonwitzel para conter o avanço do #coronavírus, prevê novas mudanças no transporte coletivo intermunicipal, restringindo seu acesso a profissionais de saúde, segurança e outros serviços essenciais. #PMERJ https://t.co/AqA54snPHd",0,0,neu,neg,1,True,0.052980132450331126,0,0.0,"⚠ ️at en caço ! o decreto estadual número number , de number de março , assinado por username para conter o avanço do hashtag , prevê novas mudanças no transporte coletivo intermunicipal , restringindo seu acesso a profissionais de saúde , segurança e outros serviços essenciais . hashtag url",at en caco decretar estadual numerar marco assinar conter avanco preve novo mudancas transporte coletivo intermunicipal restringir acesso profissional saude seguranca outro servicos essencial
282,O seu #PercursoSeguro é a nossa prioridade. Conte com os nossos #heróis! 📸 Av. Marechal Rondon com Rua São Paulo #UPP #PMERJ #SempreAtuante https://t.co/utwF8NHYdr,0,0,neu,neu,1,True,0.07975460122699386,0,0.0,o seu hashtag é a nossa prioridade . conte com os nossos hashtag ! 📸 av . marechal rondon com rua são paulo hashtag hashtag hashtag url,prioridade contar av marechal rondon rua sao paulo
283,"Dois criminosos foram presos há pouco durante uma ação do #41BPM para preservar o serviço de gás canalizado na Rua Moraes Pinheiro com Chico Mendes - em Ricardo de Albuquerque. Com eles, foram apreendidos uma pistola .9mm e entorpecentes. #PMERJ #ServireProteger https://t.co/q4EPPvjpQi",0,0,neu,neg,1,False,0.045454545454545456,1,0.023809523809523808,"dois criminosos foram presos há pouco durante uma ação do hashtag para preservar o serviço de gás canalizado na rua moraes pinheiro com chico mendes - em ricardo de albuquerque . com eles , foram apreendidos uma pistola . 9mm e entorpecentes . hashtag hashtag url",dois criminoso presos ha pouco durante acao preservar servico gas canalizar rua moraes pinheiro chico mendes ricardo albuquerque apreender pistola 9mm entorpecente
284,@SuperVia_trens @seratris Bom dia! Contem sempre com a @PMERJ!,0,1,neu,pos,0,False,0.0967741935483871,0,0.0,username username bom dia ! contem sempre com a username !,bom dia contar sempre
285,"Um #fuzil e um rádio transmissor foram apreendidos por equipes do #24BPM na comunidade Beira Rio, em Japeri, durante ação para intervir numa disputa entre grupos criminosos. O material foi localizado com um criminoso que se feriu ao entrar em confronto com as equipes do batalhão. https://t.co/93sB1rjSz5",0,0,neu,neg,1,False,0.03618421052631579,1,0.02127659574468085,"um hashtag e um rádio transmissor foram apreendidos por equipes do hashtag na comunidade beira rio , em japeri , durante ação para intervir numa disputa entre grupos criminosos . o material foi localizado com um criminoso que se feriu ao entrar em confronto com as equipes do batalhão . url",radiar transmissor apreender equipes comunidade beira rio japeri durante acao intervir disputa grupo criminoso material localizar criminoso ferir entrar confronto equipes batalhao
286,"Conte com os nossos #heróis que estão posicionados na Av. Vieira Souto, #Ipanema. 📸 #1CPA #23BPM #SempreAtuante https://t.co/KPD1q5HNgZ",0,0,neu,neu,1,True,0.0962962962962963,0,0.0,"conte com os nossos hashtag que estão posicionados na av . vieira souto , hashtag . 📸 hashtag hashtag hashtag url",contar estao posicionar av vieira souto
287,"O #BoaNoite de hoje vem acompanhado de uma grande apreensão de drogas feita, agora há pouco, por policiais do #37BPM em uma área de mata na Estrada Boca do Leão, em Resende - Sul do estado. A ocorrência está em andamento. O material será contabilizado na delegacia da área. Veja! https://t.co/xrD5NdyNa3",0,0,neu,pos,1,False,0.04950495049504951,1,0.0196078431372549,"o hashtag de hoje vem acompanhado de uma grande apreensão de drogas feita , agora há pouco , por policiais do hashtag em uma área de mata na estrada boca do leão , em resende - sul do estado . a ocorrência está em andamento . o material será contabilizado na delegacia da área . veja ! url",hoje vir acompanhar grande apreensao droga fazer agora ha pouco policial area matar estrada boca leao resende sul estar ocorrencia andar material sera contabilizar delegacia area ver
288,"👉🏾#PMERJ prende quatro estrangeiros que praticavam roubos e furtos no Rio. O grupo foi localizado pelo #5BPM num hotel na Rua do Resende, no Centro, após rastreamento de um dos celulares roubados. No local, foram apreendidos telefones, roupas e cartões de transporte público. 👮🏾‍♂️📽️ https://t.co/WcTSYz4oev",0,0,neu,neg,1,True,0.04560260586319218,1,0.044444444444444446,"👉 🏾 hashtag prende quatro estrangeiros que praticavam roubos e furtos no rio . o grupo foi localizado pelo hashtag num hotel na rua do resende , no centro , após rastreamento de um dos celulares roubados . no local , foram apreendidos telefones , roupas e cartões de transporte público . 👮 🏾 ‍ ♂ ️ 📽 ️ url",prender quatro estrangeiro praticar roubo furto rio grupo localizar hotel rua resende centro apos rastreamento celular roubar local apreender telefone roupa cartoes transportar publico
289,"#2CPA por meio do #40BPM realiza nesta manhã uma operação para remoção de barricadas em Campo Grande, na Zona Oeste do #RiodeJaneiro. #PMERJ #ServireProteger https://t.co/7ondW20GLO",0,0,neu,pos,1,False,0.06629834254143646,0,0.0,"hashtag por meio do hashtag realiza nesta manhã uma operação para remoção de barricadas em campo grande , na zona oeste do hashtag . hashtag hashtag url",meio realizar em este manha operacao remocao barricar campo grande zona oeste
290,"A #UPPProvidência realiza neste exato momento mais uma ação. Desta vez, policiais estão a postos na Rua Santo Cristo com Pedro Alves, visando coibir roubos de rua. É a #PMERJ trabalhando para garantir ainda mais a sua #segurança! #Venveremos #ServireProteger #VamosRiodeJaneiro https://t.co/0kJ1zx5yBa",0,0,neu,pos,1,False,0.053156146179401995,1,0.047619047619047616,"a hashtag realiza neste exato momento mais uma ação . desta vez , policiais estão a postos na rua santo cristo com pedro alves , visando coibir roubos de rua . é a hashtag trabalhando para garantir ainda mais a sua hashtag ! hashtag hashtag hashtag url",realizar em este exato momento acao de este vez policial estao pôr rua santo cristo pedro alves visar coibir roubo rua trabalhar garantir ainda
291,"#InformePMERJ Nesta manhã, policiais militares da #UPPFazendinha e do Grupamento de Intervenção Tática (GIT) reforçam o policiamento na comunidade, que fica localizada no Complexo do Alemão - Zona Norte da cidade. https://t.co/VSop28bY2b",0,0,neu,neu,1,False,0.05485232067510549,1,0.03125,"hashtag nesta manhã , policiais militares da hashtag e do grupamento de intervenção tática ( bit ) reforçam o policiamento na comunidade , que fica localizada no complexo do alemão - zona norte da cidade . url",em este manha policial militar grupamento intervencao tatica bit reforcam policiar comunidade ficar localizar complexo alemao zona norte cidade
292,"Bom dia!! 💙🚔 Estamos apenas trabalhando, verificando se de fato está tudo bem. Apoie as ações da Polícia Militar. Precisamos do seu apoio. Juntos somos muito mais fortes!! https://t.co/gdVnxn69RK",0,0,neu,pos,0,True,0.06666666666666667,0,0.0,"bom dia ! ! 💙 🚔 estamos apenas trabalhando , verificando se de fato está tudo bem . apoie as ações da polícia militar . precisamos do seu apoio . juntos somos muito mais fortes ! ! url",bom dia apenas trabalhar verificando fato tudo bem apoiar acoes policiar militar precisar apoio junto forte
293,"Em vários pontos da Barra da Tijuca e do Recreio, você encontra policiamento do #31BPM, nesta manhã e, claro, diuturnamente. Sempre que precisar de ajuda, acione a equipe policial mais próxima! Você também pode ligar para o 190📞 #PMERJ #ServireProteger https://t.co/Dg25IrITCk",0,0,neu,pos,1,True,0.05434782608695652,1,0.04878048780487805,"em vários pontos da barra da tijuca e do recreio , você encontra policiamento do hashtag , nesta manhã e , claro , diuturnamente . sempre que precisar de ajuda , acione a equipe policial mais próxima ! você também pode ligar para o number 📞 hashtag hashtag url",varios ponto barrar tijuca recreio voce encontrar policiar em este manha claro diuturnamente sempre precisar ajuda acionar equipe policial proxima voce tambem poder ligar
294,"⚠️ Há pouco, policiais do #8BPM apreenderam um revólver calibre .38 e um celular, durante patrulhamento no bairro Aeroporto, em #Campos. Confira! #PMERJ #SempreAtuante #ServireProteger https://t.co/1JzPFdtV6I",0,0,neu,pos,1,True,0.07692307692307693,1,0.038461538461538464,"⚠ ️ há pouco , policiais do hashtag apreenderam um revólver calibre . number e um celular , durante patrulhamento no bairro aeroporto , em hashtag . confira ! hashtag hashtag hashtag url",ha pouco policial apreender revolver calibre celular durante patrulhar bairro aeroporto conferir
295,Que todos os cariocas e fluminenses tenham uma boa semana! Esse é o nosso desejo! #Fé🙏,0,0,neu,pos,0,True,0.03488372093023256,0,0.0,que todos os cariocas e fluminenses tenham uma boa semana ! esse é o nosso desejo ! hashtag 🙏,todo carioca fluminense boa semana desejo
296,"Bom dia, meu Rio de Janeiro! ""A meta é ser melhor que ontem, não melhor que ninguém."" Levante-se e vá à luta! Ah, não deixe de acordar aquele ""dorminhoco"" que vive reclamando da vida, mas 😴😴😴😴😴 https://t.co/Tk42WcLNPX",0,0,neu,pos,1,True,0.07834101382488479,1,0.02702702702702703,"bom dia , meu rio de janeiro ! "" a meta é ser melhor que ontem , não melhor que ninguém . "" levante-se e vá à luta ! ah , não deixe de acordar aquele "" dorminhoco "" que vive reclamando da vida , mas 😴 😴 😴 😴 😴 url","bom dia rio janeiro "" meter ser melhor ontem nao melhor ninguem "" levante va lutar ah nao deixar acordar "" dorminhoco "" viver reclamar vida"
297,@linkpolitico Obrigado! #PMERJcomVocê,0,1,pos,pos,0,False,0.08108108108108109,0,0.0,username obrigado ! hashtag,obrigar
298,"Errata: Onde se lê RJ-085, leia-se RJ-081. Obrigado pela observação @areadomarcel! 💪👮",0,0,neu,pos,1,True,0.09411764705882353,0,0.0,"errata : onde se lê rj number , leia-se rj number . obrigado pela observação username ! 💪 👮",errata onde le rj ler rj obrigar observacao
299,@TirolFreguesia Muito obrigado pelo apoio. Conte conosco. Juntos somos muito mais fortes. Denuncie criminosos!,0,1,neu,pos,0,False,0.045454545454545456,0,0.0,username muito obrigado pelo apoio . conte conosco . juntos somos muito mais fortes . denuncie criminosos !,obrigar apoio contar com nòs juntos forte denunciar criminoso
300,"A ação foi em conjunto com PRF na BR-101, na altura do pedágio da Ponte Rio - Niterói.",0,0,neu,neu,1,False,0.046511627906976744,0,0.0,"a ação foi em conjunto com polícia na brasileiro number , na altura do pedágio da ponte rio - niterói .",acao conjunto policiar brasileiro altura pedagio ponte rio niteroi
301,"Hoje, policiais militares do Serviço de Inteligência da Coordenadoria de Polícia Pacificadora (#CPP) e do #20BPM prenderam um criminoso armado com um revólver .38 no Apart-hotel Mont Blanc, na Via light. #PMERJ #ServireProteger https://t.co/qV2JVft71B",0,0,neu,neg,1,False,0.06374501992031872,1,0.058823529411764705,"hoje , policiais militares do serviço de inteligência da coordenadoria de polícia pacificadora ( hashtag ) e do hashtag prenderam um criminoso armado com um revólver . number no apart-hotel mont blanc , na via light . hashtag hashtag url",hoje policial militar servico inteligencia coordenadoria policiar pacificar prender criminoso armar revolver apart hotel mont blanc ver light
302,"O 'Gigante da Colina' chegando em casa para disputar o 'Clássico dos Milhões com @Flamengo. #PMERJ, o nosso gol é a sua segurança! #BEPE #PazNoEsporte #PazNoFutebol https://t.co/IE5m23XDdE",0,0,neu,pos,1,False,0.0851063829787234,0,0.0,"o ' gigante da colina ' chegando em casa para disputar o ' clássico dos milhões com username . hashtag , o nosso gol é a sua segurança ! hashtag hashtag hashtag url",gigante colina chegar casa disputar classico milhoes gol seguranca
303,"#PMERJ informa: O #39BPM, com apoio do #3CPA, realiza uma ação para coibir a atuação de criminosos e retirar barricadas no município de Belford Roxo. As diligências estão sendo realizadas nas comunidades Santa Teresa, Guacha, Gogó da Ema, Roseiral e São José. (+) #EstamosNasRuas https://t.co/YEVcWWBNqb",0,0,neu,neu,1,False,0.066006600660066,1,0.022222222222222223,"hashtag informa : o hashtag , com apoio do hashtag , realiza uma ação para coibir a atuação de criminosos e retirar barricadas no município de mesquita roxo . as diligências estão sendo realizadas nas comunidades santa teresa , grota , gogó da ema , roseiral e são josé . ( + ) hashtag url",informar apoio realizar acao coibir atuacao criminoso retirar barricar municipio Mesquita roxo diligenciar estao ser realizar comunidade santo teresa grota gogo ema roseiral sao jose
304,"#AGORA na Nova Holanda - Macaé @PMERJ, através do #32BPM, acaba de retirar três armas de guerra das mãos de criminosos e de circulação das ruas do #Rio. Além dos fuzis cal. 556, carregadores e munição, a equipe policial apreendeu uma réplica do armamento de guerra. Em andamento. https://t.co/XFwjOgH5Ha",0,0,neu,neg,1,False,0.0594059405940594,1,0.061224489795918366,"hashtag na nova holanda - macaé username , através do hashtag , acaba de retirar três armas de guerra das mãos de criminosos e de circulação das ruas do hashtag . além dos fuzis cal . number , carregadores e munição , a equipe policial apreendeu uma réplica do armamento de guerra . em andamento . url",nova holanda macae atraves acabar retirar tres arma guerra maos criminoso circulacao rua alar fuzis cal carregar municao equipe policial apreender replicar armar guerra andar
305,"Zona Norte da cidade - Criminoso é ferido e morre após atentar contra a vida de policiais da #UPPAndaraí que faziam, nesta manhã, patrulhamento de rotina na Rua Tenente Miguel, no Grajaú. Ocorrência em andamento. #PMERJ #ServireProteger #NaLutaContraoCrime https://t.co/9j4SkZUIOn",0,0,neu,neg,1,False,0.05357142857142857,1,0.02564102564102564,"zona norte da cidade - criminoso é ferido e morre após atentar contra a vida de policiais da hashtag que faziam , nesta manhã , patrulhamento de rotina na rua tenente miguel , no grajaú . ocorrência em andamento . hashtag hashtag hashtag url",zona norte cidade criminoso ferir morrer apos atentar contra vida policiais fazer em este manha patrulhar rotina ruir tenente miguel grajau ocorrencia andar
306,"👮🏾‍♂️👉🏾 Policiais do #39BPM realizam nesta manhã uma operação nas comunidades do Parque Floresta e no Gogó da Ema, em Belford Roxo. Fique atento (a)! Ajude #PolíciaMilitar. Denuncie criminosos e esconderijo de armas e de drogas. Ligue 190 📞 ou acione o @DDalertaRio (21) 2253-1177. https://t.co/68W0ca503B",0,0,neu,neg,1,True,0.06229508196721312,1,0.021739130434782608,"👮 🏾 ‍ ♂ ️ 👉 🏾 policiais do hashtag realizam nesta manhã uma operação nas comunidades do parque floresta e no gogó da ema , em mesquita roxo . fique atento ( a ) ! ajude hashtag . denuncie criminosos e esconderijo de armas e de drogas . ligue number 📞 ou acione o username ( number ) number number . url",policial realizar em este manha operacao comunidade parque floresta gogo ema mesquita roxo ficar atento ajudar denunciar criminoso esconderijo arma droga ligar acione
307,👮🏽‍♂️ Policiais do #15BPM realizam na tarde desta terça-feira uma operação na comunidade da Lagoinha - em Duque de Caxias. Fique atento (a)! ⚠️ Ajude a #PolíciaMilitar. Denuncie criminosos e esconderijo de armas e de drogas. Ligue 190 📞 ou acione o @DDalertaRio - (21) 2253-1177. https://t.co/bZ3j0noTwe,0,0,neu,neg,1,True,0.06930693069306931,1,0.02127659574468085,👮 🏽 ‍ ♂ ️ policiais do hashtag realizam na tarde desta terça-feira uma operação na comunidade da lagoinha - em duque de caxias . fique atento ( a ) ! ⚠ ️ ajude a hashtag . denuncie criminosos e esconderijo de armas e de drogas . ligue number 📞 ou acione o username - ( number ) number number . url,policial realizar tarde de este terca feira operacao comunidade lagoinha duque caxias ficar atento ajudar denunciar criminoso esconderijo arma droga ligar acione
308,"⚠️#Confira mais esta ação da #PMERJ! Nessa manhã, policiais militares do #41BPM foram atacados por criminosos armados oriundos da Comunidade do Chapadão, ao garantirem o serviço de gás canalizado à população da Rua Manhama, em Guadalupe. Um criminoso ficou ferido e não resistiu. https://t.co/E2aynBGWbn",0,0,neu,neg,1,True,0.0462046204620462,1,0.06818181818181818,"⚠ ️ hashtag mais esta ação da hashtag ! nessa manhã , policiais militares do hashtag foram atacados por criminosos armados oriundos da comunidade do chapadão , ao garantirem o serviço de gás canalizado à população da rua amanham , em guadalupe . um criminoso ficou ferido e não resistiu . url",acao em esse manha policial militar atacar criminoso armar oriundo comunidade chapadao garantir servico gas canalizar populacao rua amanhar guadalupe criminoso ficar ferir nao resistir
309,"👮🏽‍♂️👉🏽 Policiais do #3BPM deixaram dois criminosos feridos após serem atacados no Morar Carioca, no Rocha - Zona Norte do Rio. Com eles, duas pistolas, farta quantidade de drogas e um rádio transmissor foram apreendidos. O caso está sendo formalizado na 25ª DP. Estamos nas ruas!! https://t.co/5Fe1nomM2N",0,0,neu,neg,1,True,0.04918032786885246,1,0.0425531914893617,"👮 🏽 ‍ ♂ ️ 👉 🏽 policiais do hashtag deixaram dois criminosos feridos após serem atacados no morar carioca , no rocha - zona norte do rio . com eles , duas pistolas , farta quantidade de drogas e um rádio transmissor foram apreendidos . o caso está sendo formalizado na number terceira depois . estamos nas ruas ! ! url",policial deixar dois criminoso ferir apos ser atacar morar carioca rocha zona norte rio dois pistola fartar quantidade droga radiar transmissor apreender caso ser formalizar terceira rua
310,"Em Santo Antônio de Pádua, uma ocorrência realizada por equipe policiais do #36BPM, neste domingo (28), resultou na apreensão de 30 sacolés de maconha (aproximadamente 1kg) e uma balança de precisão. Em outra ação, dessa vez no bairro Cidade Nova, drogas foram apreendidas. Veja! https://t.co/2L1Vy1qY57",0,0,neu,pos,1,False,0.0594059405940594,1,0.044444444444444446,"em santo antônio de pádua , uma ocorrência realizada por equipe policiais do hashtag , neste domingo ( number ) , resultou na apreensão de number maços de maconha ( aproximada en te 1kg ) e uma balança de precisão . em outra ação , dessa vez no bairro cidade nova , drogas foram apreendidas . veja ! url",santo antonio padua ocorrencia realizar equipe policiais em este domingo resultar apreensao macos maconha aproximar en 1kg balanca precisao outro acao de esse vez bairro cidade nova droga apreender ver
